,P1,P10,P2,P3,P4,P5,P6,P7,P8,P9
ENSMUSG00000116712,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116713,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116714,7,0,9,2,4,0,1,0,0,0
ENSMUSG00000116715,3.005295525,1.070379926,1.00414345,0,2.280218705,0,1.248220607,1,0,4
ENSMUSG00000116716,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116717,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000116718,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000116719,14.6636571,0,5.470212658,0,0,0,0,6.367800235,0,0
ENSMUSG00000116720,1.454586874,0,2.687890719,4,2,2,1,2,1,0
ENSMUSG00000116721,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116722,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116723,2,0,1,1,1,2,0,2,3,0
ENSMUSG00000116725,0,0,0,1,2,0,0,1,0,0
ENSMUSG00000116727,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116728,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116729,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116731,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116732,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116733,3,14,14,18,32,13,15,13,12,23
ENSMUSG00000116734,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116736,0,0,0,0,0,0,1.028799609,0,0,0
ENSMUSG00000116737,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000116739,0,0,3,0,0,0,2,0,0,0
ENSMUSG00000116741,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116742,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116743,0,0,5.905813328,0,2.436846615,0,1.526338905,0,3.325281756,0
ENSMUSG00000116744,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116745,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000116746,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116747,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000116748,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000116749,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116750,0,0,0,0,1,0,1,1,0,0
ENSMUSG00000116751,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116752,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000116753,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000116754,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116755,0,0,0,0,1,0,0,2,0,0
ENSMUSG00000116756,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116757,1.084496679,0,0,0,0,0,0,0,0,0
ENSMUSG00000116758,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116760,0,1,0,0,2.594907287,3,0,0,2,0
ENSMUSG00000116761,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116762,0,1,3,0,4,2,3,4,3,1
ENSMUSG00000116763,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116764,0,29,5,16,29,8,33,20,9,7
ENSMUSG00000116765,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116767,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116768,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000116769,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116770,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116771,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116772,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116773,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116774,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116775,0,3,0,2,1,0,0,0,0,1
ENSMUSG00000116776,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000116777,0,1,0,1,0,0,1,1,3,2
ENSMUSG00000116778,1.000327168,0,0,0,0,0,0,0,0,0
ENSMUSG00000116779,0,1,0,1,0,0,2,0,0,0
ENSMUSG00000116780,1.999999984,0,4,6.496634439,2.089925492,4.314799515,0,2,1,2
ENSMUSG00000116782,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116783,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116784,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116785,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116786,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116788,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116789,0,0,0,1,0,1,0,0,0,0
ENSMUSG00000116790,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116791,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116792,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116793,1,0,1,1.197246103,0,1.798320913,0,1.01762596,0,0
ENSMUSG00000116794,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116797,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000116798,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116799,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116800,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116801,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116802,60.77904253,63.0740027,113.9192526,84.37028424,101.0695714,67.99735795,52.39378718,47.46415414,68.65532112,48.52615998
ENSMUSG00000116803,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116804,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116805,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116806,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116807,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116808,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116810,4.430412451,0,4.829044228,3.313062067,6.092956857,3.133708183,2.337920751,2,3,1.1684964
ENSMUSG00000116811,1.592567781,0,2.097652685,1.048783447,0,0,0,0,0,4.256441417
ENSMUSG00000116812,13.48119666,0,0,7.030223262,0,0,0,0,9.709273963,0
ENSMUSG00000116813,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116814,5,37,12,58,91,61,38,50,45,14
ENSMUSG00000116815,13.82662814,9.911802035,4.007320665,9.906191171,16.30407756,9.087057451,8.660983819,6.939499727,19.29257925,9.589532038
ENSMUSG00000116816,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116817,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116818,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116819,1,3,0,2,2,2,0,0,3,0
ENSMUSG00000116820,3,1,7,1,1,0,0,0,0,0
ENSMUSG00000116821,2,1,0,2,0,0,0,0,1,0
ENSMUSG00000116823,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000116824,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116825,0,0,1.008308356,0,0,0,0,0,0,0
ENSMUSG00000116826,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116827,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116828,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116829,1,0,2,0,0,0,0,0,0,1
ENSMUSG00000116830,1,0,0,2.530305948,0,0,0,0,0,0
ENSMUSG00000116831,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116833,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116834,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116835,2.334794006,0,0,0,0,0,7.089308254,0,4.670032799,0
ENSMUSG00000116837,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116838,0,2.030625966,0,0,0,0,2.008254166,0,0,0
ENSMUSG00000116839,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116840,0,3,1,1,4,3.500642847,1,2,3,0
ENSMUSG00000116841,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116843,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116845,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116846,30,18,23,21,14,9,43,20,12,31
ENSMUSG00000116847,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116848,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000116849,0,2,0,0,0,0,0,0,1,0
ENSMUSG00000116850,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116851,0,1.011248545,1.028845059,0,1.002083039,0,0,0,2.001161812,1.071628617
ENSMUSG00000116852,4,2,5,4,5,6,3,4,7,4
ENSMUSG00000116853,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116854,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116855,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116857,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116858,38.08565847,48.81358115,50.46491985,46.25428401,58.37529416,75.86337321,44.08658272,38.0986734,27.96893245,31.16692321
ENSMUSG00000116859,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116860,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116861,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116862,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000116863,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116864,8.45505269,0,0,0,0,0,4.005984751,0,2.718349999,0
ENSMUSG00000116865,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116866,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116868,1.876720612,2.536454688,3.575703523,2.319333294,0,0,0,1,0,0
ENSMUSG00000116870,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116871,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116872,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116873,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116874,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116875,154.2538409,483.9907067,268.6928491,253.062016,515.7519789,220.2396652,470.6447243,412.8014599,444.8297577,356.2712889
ENSMUSG00000116876,2.745802488,0,0,2.756778263,3.952199714,0,0,0,7.892366963,0
ENSMUSG00000116877,8.208522908,0,2.000406723,0,0,1.00011093,2.000231326,0,1.04171955,2.088515792
ENSMUSG00000116878,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116879,10.28074327,2.086437795,1.00120715,1.101994622,6.064999648,2.910770019,2.023246331,0,1.010216208,2.099168163
ENSMUSG00000116880,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116883,5.000669438,16.02435166,5.082481934,7.143169264,20,11.13454614,16.82306354,15.50102262,17,17
ENSMUSG00000116884,0,2,0,2,1,0,1,1,2,2
ENSMUSG00000116885,0,0,1.138683673,0,0,1,0,0,0,0
ENSMUSG00000116886,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116887,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116889,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116890,0,0,4,0,0,0,0,0,0,1
ENSMUSG00000116891,1,1,2,0,0,0,0,0,0,0
ENSMUSG00000116892,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116893,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116894,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116895,22.48636816,53.44925489,19.70790967,55.15349875,67.25015101,77.31309586,26.12209043,25.1556959,52.58639327,45.96645649
ENSMUSG00000116896,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116897,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116898,0,7,3,8,10,8,8,8,10,6
ENSMUSG00000116899,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116900,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116901,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116903,2,7,2,13,9,8,2,7,12,9
ENSMUSG00000116904,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116905,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116906,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116907,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116910,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116911,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116912,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116913,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116914,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116915,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116916,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116918,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116919,0,0,0,0,1,1,1,0,3,0
ENSMUSG00000116920,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116921,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000116922,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000116923,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116924,0,0,2,1,2,0,0,0,0,0
ENSMUSG00000116925,0,0,0,0,0,0,2.91014258,0,0,0
ENSMUSG00000116926,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116927,1,1,0,1,1,1,0,0,1,1
ENSMUSG00000116928,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116930,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116931,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116932,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116933,0,0,0,0,0,2.055668624,0,0,0,0
ENSMUSG00000116934,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116935,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116936,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116937,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116938,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116939,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116940,42,4.014775813,62,15,12,10,0,1,2,0
ENSMUSG00000116941,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116942,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116943,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116944,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116945,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116946,3,5,9,2,3,1,2,1,2.004201937,1
ENSMUSG00000116947,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116948,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116949,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116950,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116951,0,1,0,0,0,0,1.002575699,0,0,1.00047927
ENSMUSG00000116952,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116953,69.35369872,127.078878,109.7540879,90.43946589,117.726578,82.64708564,149.9952006,116.0889539,104.2981305,84.95418796
ENSMUSG00000116954,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116955,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116956,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000116957,10.36628928,15,8,8,11,9,9,6.095732294,6.082993766,9
ENSMUSG00000116958,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116960,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116961,0,0,1,1,0,0,0,0,1,0
ENSMUSG00000116962,1.00006359,0,0,0,0,0,0,2,0,0
ENSMUSG00000116963,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116964,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000116965,0,2,0,0,0,1,0,0,0,1
ENSMUSG00000116966,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116967,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116968,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000116969,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116970,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116971,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116972,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116973,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116974,0,0,0,1,0,0,1,1,0,0
ENSMUSG00000116975,1.446483065,12.33855369,5.594365888,1.091255846,0,0,2.100564569,0,1.742940978,0
ENSMUSG00000116976,0,1.000063168,0,0,0,0,1.000104274,0,1.000085632,0
ENSMUSG00000116977,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116978,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116979,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116980,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116981,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116982,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116983,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116984,0,1.005638068,1.315424874,1.129650147,1.010656214,0,1,0,0,0
ENSMUSG00000116985,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116986,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116987,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000116988,0,2.536903368,0,0,0,0,8.02178862,0,0,0
ENSMUSG00000116989,0,0,1,0,0,1,0,0,0,0
ENSMUSG00000116990,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116991,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116992,0,0,0,0,1.640920775,0,1.24633887,0,0,1
ENSMUSG00000116993,0,1.018747135,2.002638882,2.006688108,1,1,0,0,1,1.012685072
ENSMUSG00000116994,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116995,119.3688656,173.7713321,206.8642275,151.6752812,165.6407864,184.6841946,123.7895783,114.9374385,145.8101389,124.9816798
ENSMUSG00000116996,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000116997,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116998,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116999,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117000,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117001,2.139434619,0,2.690556191,2.30949414,0,0,9.144493197,2.144279823,2.596457941,0
ENSMUSG00000117002,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117003,2.084017926,43.27900518,7.063029326,18.33346974,32.25880373,18.00145177,30.00252144,20.7409483,16.17421739,9.257576725
ENSMUSG00000117004,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117005,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117006,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117007,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000117008,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000117009,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117010,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117011,15.0005757,2.000061666,3.000049478,1.010263693,4.291219243,4.000195497,0,2.160913535,2.00008363,1.00007445
ENSMUSG00000117012,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117013,10.54360496,14.53181891,9.442081645,21.72829878,20.77655405,31.45424157,18.66262466,23.52468962,20.10171555,28.81462068
ENSMUSG00000117014,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117015,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117016,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117017,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117018,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117019,0,0,3.000915092,3.001637017,0,2.000764101,0,0,1.000147062,1.000141389
ENSMUSG00000117020,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117021,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117022,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117023,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117024,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117025,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117026,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117027,0,0,0,1.05314566,1.438347169,0,0,0,0,0
ENSMUSG00000117028,0,11.00085186,1.000228642,4,6,11.00182427,3.000263338,11.00111644,5.001816729,4.56997626
ENSMUSG00000117029,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117030,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117031,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117033,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117035,0,0,0,1,1,0,0,0,1.003812089,0
ENSMUSG00000117036,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117037,12,8,6,16,3,3,10,1,2.015492155,5
ENSMUSG00000117038,0,0,4.248970556,3,0,0,0,0,0,0
ENSMUSG00000117040,0,2,1,2,2,1,1,2,2,2
ENSMUSG00000117041,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117042,12.00315055,22.09374176,12.88378066,25.00325123,30.00148094,22.69975746,13.00093716,10.56964489,16.63571373,8.000522233
ENSMUSG00000117043,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117044,0,0,0,1.000020832,0,1.000042933,1.000030372,0,0,0
ENSMUSG00000117045,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117046,0,0,0,2,0,0,1,0,0,0
ENSMUSG00000117047,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117048,2,44,14,33,42,49,42,29,34,27
ENSMUSG00000117049,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117053,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117054,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117055,0,0,0,1,0,0,1,2,0,0
ENSMUSG00000117056,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000117057,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117058,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117059,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000117060,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117061,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117062,1.000167805,0,0,0,0,0,0,0,0,0
ENSMUSG00000117063,0,0,0,0.022862934,7.18E-06,0.312904833,0,4.472404672,4.365373766,0
ENSMUSG00000117064,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117065,0,0,0,0.19744399,0,0,0,0,0,0
ENSMUSG00000117066,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000117067,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117068,0,1,2.000060695,1,1.000005932,0,1,0,0,0
ENSMUSG00000117069,2,6,2,9,6,11,9,5,6,8
ENSMUSG00000117070,1,11.8084344,4,7,11,14,7.656624073,4,10,4.855313867
ENSMUSG00000117071,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117072,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117073,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117074,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117076,0,0,0,0,0,1.088451083,2.661256843,1.584366971,0.367103343,0.324970669
ENSMUSG00000117077,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117078,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117079,2.981275491,0,0.896031209,2.093598535,3.003840508,0,0,0,0,1.118150624
ENSMUSG00000117080,0,11,1,11,7,14,5,13,6,7
ENSMUSG00000117081,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117082,1,1,0,0,1.000052356,0,0,0,0,0
ENSMUSG00000117083,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117084,1,0,0,1.006914786,0,0,1,1,0,1
ENSMUSG00000117085,1,1,0,3,1,2,1,1,0,0
ENSMUSG00000117086,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117088,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117089,1.169571222,0,0,1.122731597,0,0,0,1.12016955,0,1.15744451
ENSMUSG00000117090,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117091,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000117092,0,0,0,1.048008701,0,3.210888815,0,1,0,0
ENSMUSG00000117094,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000117095,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117096,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117098,1201.434715,678.3631083,1780.489405,610.7795397,934.8031465,1066.597696,559.7146299,447.3299237,448.3708663,541.1118524
ENSMUSG00000117099,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117100,0,2,0,2,0,2,0,2,0,1
ENSMUSG00000117101,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117103,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117104,0,2,2,0,4,4,0,2,0,2
ENSMUSG00000117105,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117106,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117107,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000117108,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117109,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117110,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117111,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117112,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117114,0,0,0,0,0,1.016132998,0,0,0,0
ENSMUSG00000117115,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117116,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117117,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000117118,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117119,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117120,0,0,0,0,1.014852636,1.398521894,0,0.233914835,3,0
ENSMUSG00000117122,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117123,52,19,97,19,30,35,25,27,16,14
ENSMUSG00000117124,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117125,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117127,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117128,0,0,0,0,0,0.579326569,0,1.777593016,0,1
ENSMUSG00000117129,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117130,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117131,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000117132,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117134,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117135,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117136,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117137,1,0,0,0,0,1,0,0,0,0
ENSMUSG00000117138,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117139,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117140,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117141,0,0,0,0,0,0,0,1.001076735,0,1
ENSMUSG00000117142,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117143,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117145,2,3.019300562,1.00491825,1.001198398,0,1.0038122,1.001364185,1,0,0
ENSMUSG00000117146,0,0,0,0,2,0,0,3,0,1
ENSMUSG00000117147,0,0,0,0,0,2.449629371,0,0,0,0
ENSMUSG00000117148,0,5.581377285,3.303020903,2.253073019,4.423793252,3.836011079,4.544894227,2.126322684,8.572851521,1.140689579
ENSMUSG00000117149,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117150,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000117151,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117154,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117156,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117157,0,0,0,0,0,0,0,0,0,0
